day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,windspeed,rainfall
5.0,1018.4,20.3,18.4,15.7,15.8,85.0,91.0,41.3,27.6
6.0,1021.3,18.1,16.6,15.4,12.2,76.0,91.0,28.4,23.0
7.0,1023.1,19.3,17.3,15.4,12.1,72.0,86.0,21.8,2.0
8.0,1022.2,19.0,18.0,17.0,14.1,78.0,90.0,28.5,23.2
9.0,1016.8,18.9,17.7,16.9,16.8,95.0,95.0,35.1,32.0
10.0,1015.5,20.9,19.3,17.6,16.8,86.0,80.0,10.2,33.0
11.0,1016.4,23.0,19.9,17.9,15.5,76.0,72.0,20.7,2.4
12.0,1016.2,20.7,20.0,19.4,17.1,83.0,88.0,39.5,2.8
13.0,1016.4,21.0,20.4,19.7,17.8,85.0,83.0,30.3,27.8
14.0,1016.6,21.3,20.4,19.1,17.3,82.0,84.0,20.3,26.8
15.0,1019.0,20.4,18.4,16.0,12.6,69.0,70.0,26.8,20.4
16.0,1022.5,17.2,15.2,13.4,4.3,49.0,11.0,48.0,1.0
17.0,1025.9,15.2,13.2,11.5,-0.4,39.0,25.0,35.6,0.8
18.0,1026.4,16.5,13.9,11.3,3.1,48.0,11.0,25.2,0.8
19.0,1025.4,18.2,16.2,13.8,8.7,62.0,71.0,29.0,1.6
20.0,1022.5,18.6,17.6,17.0,12.9,75.0,88.0,19.0,21.6
21.0,1021.3,21.1,19.4,17.1,16.2,82.0,87.0,22.5,24.7
22.0,1020.3,20.6,19.9,18.7,17.6,87.0,88.0,27.3,26.9
23.0,1017.8,22.3,21.1,19.8,19.6,91.0,79.0,15.0,28.7
24.0,1016.8,24.7,22.3,21.1,20.7,91.0,70.0,9.4,32.6
25.0,1020.4,21.4,18.2,16.1,13.5,75.0,89.0,27.6,22.8
26.0,1020.6,19.7,17.9,16.9,13.3,74.0,87.0,21.6,2.2
27.0,1022.7,18.8,17.7,16.9,15.0,84.0,90.0,18.4,25.0
28.0,1026.6,18.6,17.3,16.3,12.8,75.0,85.0,25.9,20.2
29.0,1025.9,18.9,17.7,16.4,13.3,75.0,78.0,33.4,19.7
30.0,1025.3,19.2,17.3,15.2,13.3,78.0,86.0,20.9,21.3
31.0,1026.4,20.5,17.8,15.5,13.0,74.0,66.0,23.3,1.8
16.56120717875801,1013.7439727658189,17.313879485315624,16.433389266050792,15.531146250890671,15.611574209136442,95.68835409217324,92.84590025943194,40.03009784086984,3.3
14.98875918700947,1006.316097985301,33.352030733761865,30.477633054166752,28.63188395949244,26.10460127486329,82.16145787507371,78.48776412059837,22.058498263047607,30.1
27.3835088335084,1007.8533594978052,35.30067633948798,30.535687683037544,28.86986702709037,26.24680892379688,78.00419576165696,60.07693548494577,16.035071305059866,2.7
27.039272856388777,1022.3703676881617,19.651938783019684,18.671383161229933,15.39053518260218,9.80108071817685,57.40148122936115,44.05045519554673,39.54349748196002,1.4
21.518635718955142,1001.8636086803782,33.74793594324435,29.395988679999608,26.678521486915827,25.107241587800484,77.61764333970905,70.21885535083621,13.30952187466094,32.6
28.97081230218053,1006.1596099228848,29.26826262457308,28.277682721491303,26.690312633378824,24.77005895054673,84.64544606703065,87.55005921551904,11.237555390846708,36.1
11.807640373185626,1005.7421425883456,29.31481113596429,27.2289183614446,25.368218387921385,25.356809058020666,93.57032186977206,98.32759287899232,29.451764934233253,36.6
28.29523025193666,1009.9059397706444,33.27314911330214,30.372867157442226,28.68455745455937,24.84756642315081,75.29096393657646,28.25577897578333,12.1508465141372,24.5
2.8246867102595505,1011.5616332033186,29.49462208989358,27.120348917671013,24.15800197942425,24.06575181843564,82.2220107429923,88.63611962725525,52.66378292175018,3.0
3.087051710882428,1014.7736266810734,26.30631174491198,22.928960795111298,20.787538946833426,20.63588590599647,87.03278301981253,86.79680718783449,9.41326829412301,3.4
7.666168110741086,1026.5272646177073,18.40271233900966,13.617377655205065,9.970130431887684,1.6291277415192091,36.11661838752371,2.926483163035476,20.514834905666863,5.7
25.31323694163205,1005.4729666625764,32.517149514489475,29.59567115842899,28.25193418368778,24.85737461541161,77.78017292518287,36.04318488872717,20.7802581633831,25.3
12.51480067637643,1015.5602764771168,25.71140337640895,23.799971034420192,21.24376750257868,21.876934394216693,92.27089236066038,86.17261597761646,28.34316042083424,30.3
19.48024620314567,1010.351903606025,27.5965828301653,25.524680096744813,22.924504623619537,16.39932242014876,58.80261703818141,78.39977167128268,16.817879339884296,24.0
8.874021549683059,1011.3023316303604,31.54760750361787,28.33474197253197,26.764853229084085,23.331171739753582,75.05075306799947,46.59471413927403,26.197730004182603,2.3
23.646762042756794,1026.6285355234022,15.473050372871326,13.73808443756674,12.460953630357254,10.10637157544493,77.8779416744174,87.18837954036071,27.8658255396698,2.2
19.6716381946846,1008.5284699051704,34.568896635325906,31.01789293849929,28.55820090788059,26.55034670393113,77.98886291315004,59.97299472445968,12.321311180214812,29.1
11.58805336424711,1018.8829683560188,25.00405868876385,23.101303775191123,21.24650585772697,16.994032519905193,67.74557386488073,88.21399729768692,28.76593559127896,22.0
14.536378560837962,1008.32956309069,25.862409713434964,22.85172657453756,21.82320643076961,22.79042301121305,97.41858070654922,87.93943423153173,11.398936049661202,40.3
3.2307136648359465,1012.5378851342688,28.75014690459356,27.62976189328823,26.1161676893448,25.65496539461056,89.49920729399055,86.44011522591921,18.635369262739783,3.1
15.777915952757152,1022.2509308200608,17.01865368269602,14.997606953781936,13.310746958741074,4.343109365670795,48.072090634475096,10.086819353342436,48.44082009662938,9.6
16.355245563667378,1026.1093483377651,15.156623187545971,13.299921936940956,11.750817121088083,-0.0518548330228995,38.93273187844006,23.698999734646467,35.80703505484464,0.8
15.806269106408203,1008.7219029173662,31.09725380241705,29.04313143371536,26.88949394211486,26.173081487957507,86.04187535589605,87.41267649548257,18.685987561256887,31.9
22.045889540301943,999.6358020296916,32.77297498713264,30.694755253861064,28.40105375820003,23.608155670295737,69.19750712470612,29.033547164026672,12.309807343164712,28.7
22.30554242828088,1022.0826881946908,17.120139871090537,15.683824192610231,13.927606072039763,14.036798977878972,92.04841890572573,88.07013994226888,19.070702955614788,2.7
24.10411198609472,1034.5395916126026,7.035781263823506,4.741703702604832,3.1187843112531346,1.6008486902664485,60.13123616901091,94.73179291078914,59.29966441151963,2.0
18.90510525898079,1019.9551888391784,17.9282809130778,16.90075666109788,15.393563132978937,12.653460579001834,77.81776331561294,82.69536706342467,38.22163889034204,23.2
27.907118144393404,1005.7507778343396,31.422515950193446,28.06485784907749,26.63449406091542,24.23608339141549,78.59519673468162,83.64280094944819,9.198772799623432,35.1
6.358583779175052,1009.3040916200138,30.26530634183941,28.480336810199685,27.10249502915636,25.21242539403237,83.39466395604825,85.07518630687277,15.202723484161,3.1
8.44229390661708,1011.411917770909,31.567232520865925,28.53145382157762,27.577296767847983,25.401964483026845,81.87132114944376,79.71731963186626,9.113249709665176,33.0
5.286600713838363,1008.373228962274,33.3461452774177,29.14043400124082,26.05453820597609,26.31727394490424,86.99799521687208,88.13525911533799,22.929996471295,32.4
7.671103374961645,998.2746823111032,36.15316750676989,32.217666246639446,29.851714353724287,24.23987145286818,61.73671430677933,54.70613881721943,17.222449515558186,2.8
18.05526597601217,1014.3361073281968,26.62848894528641,22.75830275642701,20.003196764633945,21.34414007959822,87.39214856296526,81.39921584581344,19.725071880467315,30.2
18.45426000158402,1012.4646334478504,26.06798485797636,24.973798468613307,23.6253470257351,19.62809851061657,76.09272559491897,76.84281713649054,29.90485130375626,25.4
26.66025134437983,1021.2734099058748,19.89226130114814,17.985303971581406,17.281976922700267,13.437398131205288,74.03417524509939,87.40870099504247,20.63722103736799,22.2
29.57638784898997,1019.038787613364,25.19316427765565,23.117708411481072,20.13401758188923,17.57803584208251,75.07979479815612,54.22180943087179,16.076490884828093,19.7
4.806201200205,1007.3566793287011,32.633298773961485,29.22596826426254,25.86610562256276,26.433644213074423,86.84879972545131,88.2917114853297,22.68924642296429,32.9
19.43017579447784,1017.773578792433,25.95233495390293,24.358618721031554,24.210678244640985,21.51072607722873,81.45832437095946,72.18318508707938,30.527711255905835,25.2
9.150905774593808,999.1146801010896,35.92354073097577,32.138524255550045,26.403454237233287,26.657389137042674,74.94264316043056,56.75451442362048,25.108475270852995,3.0
17.06787130437286,1014.1220358083916,25.9460878636164,24.660854488453857,23.71233757969144,23.39158441611784,93.5487274616198,73.43607778887514,25.67405650043595,30.5
24.89652409062176,1009.097664728551,35.96908614006141,31.712698018550302,28.358601144492525,26.276336100992552,72.99736729313337,39.74772879653267,9.469009645447285,2.7
13.691681429846607,1008.6716879489156,25.46053645766476,23.398594597840813,21.71822351800003,23.07115415513291,98.80437769698756,87.04493249471531,10.701912049468538,4.1
23.169955541922025,1007.9313536745703,27.88643274914682,24.671556066801138,22.789207311576693,22.73105664044845,87.65766022868027,80.90134415724452,13.476286330774284,34.4
15.950654566330195,1014.8238410342036,30.792210334627423,28.613361543598547,27.127998725931885,24.380813013854745,79.3250424882881,73.0319393792837,27.360932354082447,25.1
28.78949648571384,1007.4075127183288,30.428763413370795,29.12415231888297,27.191026614935808,26.074957567852795,83.47031104352924,75.76499363601363,18.8681423452077,30.8
28.467411343175307,1009.3132251952042,32.939318937047105,29.040038123455588,27.33849708550665,26.903763599970148,85.86758450508736,79.10993860929541,22.92597387118166,31.5
15.68758051639261,1022.7588481380776,17.164208702465306,15.061770935299528,13.188031419343236,4.445735650430027,49.352045590980666,11.70537841573366,47.63788199856184,9.7
8.950334852763975,1011.46589568996,31.20728338252798,27.850649483067983,26.656205845920123,22.586768969652617,73.67085496897406,45.26925883806168,26.351120464964133,22.3
12.271459322982889,1009.9375371208312,27.97136501424916,25.402536975906376,23.17532009064412,21.14153023794876,79.09122231330697,79.06240037308443,28.92986218039493,28.0
23.187354892756364,1008.6667058185304,28.692328070914268,26.90649097476041,24.417663955666413,23.401248400840245,81.2641744647367,64.24890546559116,8.043446414609473,31.3
28.015257228446977,1023.7944441861252,21.295050830885007,16.441585045158398,13.234345711414418,11.0067770998793,71.7474975640965,48.80614420012039,7.988202420667757,19.2
25.912196005670253,1027.1179405402902,13.296092140361118,10.214934065581197,7.709571640785777,2.5473619846461,59.618004363752725,83.88144222282688,20.775109389709566,17.3
9.990467688543552,1017.286301469048,25.41785421861199,24.78300654501663,24.054688160405103,21.341531009866447,81.11346370655792,87.02017789300932,46.21195622149041,26.3
22.40688371754791,1017.0429146570514,27.61259381388077,25.32407059773941,23.83009879930258,21.605488472699424,79.22955127971349,64.39204080400218,29.057478584900057,23.6
4.90394683885016,1006.0105626146884,33.940241172803624,29.46941586326689,27.929915299935992,24.78328021387176,74.16992601852752,27.45922974970412,8.94811020297712,27.6
0.7382980539441969,1008.5824730244442,29.098062119103787,27.35057502272608,25.81262964579778,25.37922555259117,89.13341391408231,87.46028498390172,8.62088309744601,3.7
28.0209456997064,1007.0276928513252,30.5103286574764,27.833973989456727,24.6864874940538,25.40537554458768,88.56453646505643,88.61315877802917,23.138079371977994,33.7
30.901612321265823,1026.3466583415309,20.77565980995624,17.629010415678227,15.831206792720554,13.104987913756505,74.02824443855883,65.3734605044282,22.725700512514976,18.1
26.781473600576472,1007.578875700684,34.78824011265711,31.134560983402896,28.9691946887118,26.39497550504757,77.62222680046965,60.25000393022968,14.816514978027405,26.8
12.178519286966022,1005.7085953896458,29.322280172235423,27.437607603316767,25.569698237151176,25.86278787162805,92.245410114466,96.66829678231304,29.93626678571881,36.6
2.1704324851886123,1015.390908095267,23.89590465011168,21.48894129548034,20.31094582245096,19.28854990725432,90.7684782835105,82.33222332302529,15.314913059434993,29.5
12.860399933711845,1009.1735961270258,27.474009629278942,24.797607623514367,24.15228969909639,21.66013291038429,80.33969602773472,77.50971033368216,28.818316753058763,3.0
19.72682841975008,1019.7201230637064,16.861885961971062,15.595161132903526,14.460791995060262,13.842666409499552,91.29093334033251,89.5407517503727,50.52827272183909,28.5
4.395300173565442,1006.3839570680672,32.53193033461734,30.719927404154777,28.298168924254288,25.695635302259085,77.58686876008272,82.71420516208441,32.773904126487935,29.2
3.010838456544315,1020.373371590751,20.37747356256206,18.89409458997804,18.061074976412183,18.191336507132487,95.12026577990554,91.69387667630266,14.365138840757709,30.7
14.048335586659848,1007.4570467858584,28.983955999105152,26.766633573006665,25.79534783412916,25.31853977155571,90.72566610849988,88.43000942059199,13.294838664297378,3.6
1.698160218534444,1021.0788739505816,24.438963138245963,22.9499250248786,20.57406610744358,17.57483697553073,73.10034484039743,60.73279138786425,29.577482348448022,19.0
29.100467908791284,1018.7308021133978,28.78404782297676,26.361053573245368,25.58981423309843,22.51592488683073,80.84433558343918,60.67920044044364,24.66967432151541,22.5
6.62036531184502,1003.5134977070086,33.358684111239945,30.2687678082983,27.78829516908313,24.587247927463523,71.56828063263167,40.49098033795559,11.225636269478244,29.3
14.49198171819649,1023.9589415660656,17.359334336720085,13.39548980522556,11.224597813604651,6.303621360700741,63.759790602116375,88.05395570752496,32.413096053576055,1.9
17.711010862930337,1014.0423577746768,17.279216000272672,16.502102631379728,15.79586366389892,15.724665536617657,96.17221640992229,96.53796868173563,26.076815151483466,33.8
13.515309658357465,1018.9739914453844,27.71041718670339,24.77260154021393,23.173657584687646,18.795828741716004,69.74642829046466,67.19221413852473,32.138202704051984,20.2
9.833295801167496,1013.9924884172638,26.70534025715778,24.58285096743677,21.138856927174075,19.459642790006747,77.81497516680513,84.82338354704956,29.888713339903003,25.7
26.67748675733009,1024.277120389053,22.365129576975505,17.352751734465194,14.208509076158602,8.241277313300307,57.89369763810372,17.907245724992514,14.230126118591178,11.6
17.79356697609196,1017.0837275095809,17.684464116470032,14.865706377237087,11.897337157855944,11.2811181634681,75.81455616717354,49.60245951158695,29.15796284301145,21.7
5.962936712248481,1013.7847318340656,26.778675630210905,26.11730483000301,25.508826059456627,25.55559098464055,96.4254839655962,86.74654377140612,30.11889337490696,3.3
15.37511215699783,1015.0241958623704,16.572345314601243,14.90482091673769,14.555830053955942,14.641893858020952,97.25559582830728,96.11613029954196,37.34574380551645,33.9
15.737277074237388,1024.6930576991288,14.665173140530417,12.64243935894942,10.863466883449448,6.152863232277583,63.19931340876354,88.11957947593838,23.705854677410752,18.4
7.460314998535572,1011.2550532348714,30.76324975438281,28.60305646235261,27.505006592952164,24.457648491899192,79.94542361082519,69.49215130324966,12.493583275037349,2.9
14.958162637199946,1019.0223471999764,20.0797138465643,18.264317289002047,15.410280648826491,12.684008358979916,69.18577322181464,71.11849375781681,27.183686507520985,20.5
16.987321448818168,1012.1552767080292,24.156089745962152,24.21106906793114,23.60544597833556,20.55277218133409,80.11382399106131,84.19625282865148,39.20204493632545,28.2
26.654853213728167,1007.5244380785496,34.79302643149696,30.74964339054388,28.2646399105896,26.60267061615921,77.96911345131545,61.73903031066851,15.690551028867118,2.7
14.27345215136256,1004.2716430423018,31.463491084924595,30.06100817828522,29.05242253495672,27.038322105489662,80.91640955793959,87.46460826074924,29.854921780959632,33.2
30.71982278915964,1005.0624619498728,34.28823976722446,30.33985272112099,27.101548802153644,24.85066132817471,74.46724464861764,47.94100848062285,15.144451653344897,25.9
17.099524461815715,1013.6894037966258,26.11425787011376,24.834166020833592,23.29480439447089,23.85322127022585,92.55171186304008,73.70440556552924,25.532409911390143,30.9
25.2229199338014,1009.074435542576,34.91294217651361,30.803095277055505,28.12348808380232,24.883737255947924,74.52287310860444,25.55278839423549,8.30374562139405,25.0
28.669077352447523,1026.6538894534008,18.441155424789468,17.219620306066624,15.946205673031336,12.70165490987944,74.97272425165379,85.24801501780956,26.32742966328404,20.3
20.69018676529452,1017.2244766657636,26.07883902315013,24.694647591717043,24.386984194139767,21.448158204519885,82.08546351187628,73.91553891936906,30.353595598558154,25.3
8.680843622220175,1006.2534331056718,31.915908104353235,28.5274263028568,26.334904416078075,25.239397946255497,84.80810124075829,77.81046366877848,,31.6
17.177087828739587,1011.6051979158912,27.80219118902592,25.56103380799237,24.332676881903065,24.08566985459962,90.71479014122946,86.92881515316597,15.358261982348306,32.5
31.6023881293436,1005.3981635172104,33.35489998807309,30.152946363503336,27.09491165080156,25.33225678866359,72.87633627530373,47.72816302811019,14.630442309830162,2.6
26.985635445151097,1007.9687970684874,29.2578022798481,26.77871585321932,25.363790298192225,24.05229601596931,85.522564882731,84.30036416948576,20.22819418170416,32.0
0.6940159109489068,1020.7762451086816,24.29645892046738,22.80826273911384,20.422558204809903,17.37473104343616,72.77366518764822,59.90177311776957,29.77659736796377,19.0
3.813769343959173,1013.685439110412,33.07570186440793,28.55941199282225,26.91980797722934,26.02232383094992,81.64832230733616,60.526584574539136,9.461326672162976,3.1
7.31075541741235,1025.6611582645778,18.17529466901849,13.81637099660383,9.749168645163495,2.0246767545981297,36.29992886391412,2.618706800112852,21.21024351395261,5.7
29.62760716319509,1012.4576789752224,23.495246977332663,22.362949988611284,20.81899538491138,18.458593475432085,80.08761266511014,87.72990659630682,27.5432574612604,28.2
14.61288962199568,1006.8336960934972,32.874949340763614,30.44792660891736,28.40755695808148,26.09801603150456,81.31996469229365,77.02196404486345,22.72989954349461,3.0
12.407494269843204,1013.1294521238016,31.27687438618312,28.337683676262102,26.034292063353963,21.61905910934915,67.96150484632736,47.31632898359352,39.4695543265744,20.9
25.00019168345112,1005.525198616174,32.161580449823184,29.828620184528543,27.92476705290782,25.445076121411915,78.39998889227759,38.49221435734726,20.37240251291402,2.6
3.9111425013206818,1019.0648657010564,26.641684197097025,24.70417681455672,22.92106160022664,20.39002586779878,76.55858010958953,82.62780394135474,29.848296974992834,2.3
6.77969990876699,1007.7444133490416,29.651175912674105,27.937817778332843,26.66488673712268,25.78888783852033,86.90272252952406,81.79230773961766,21.52791711090823,3.3
7.039217969376086,1021.446120839338,20.907978434391985,18.80916275214689,17.307077906639428,14.930827162553634,78.58541325387768,55.20567220126223,21.208310612071497,20.2
1.3714713076309537,1024.191352153519,11.319717904745156,10.902000454011551,9.252513418284416,6.560986742776765,79.67744172794261,93.53235061694868,27.26321275863717,22.4
4.531640210561066,1009.938419317348,30.62612484679392,28.392912399069893,26.136339170493617,25.00853759413664,83.92437840868338,84.97221430160576,15.603881397936403,30.2
16.00487038895558,1010.1649054884028,28.247878861484487,24.383633016087373,20.66924896183567,22.72865048174062,88.57491273568414,81.48574776516837,15.273488899724676,32.2
10.726758556923915,1010.8969972595484,31.285054528039545,27.885482753998964,26.929959559163688,23.26822689367392,76.45348563089392,44.30060332445518,21.80554324947083,23.3
4.447838835035947,1011.988321727022,27.65540213631362,23.38607270100395,20.709332920283995,21.231724419195302,87.76192402121201,83.98922492305208,8.543705837960268,34.5
22.906580117140788,1008.6302388769008,32.18608663130858,29.342212764204657,28.04185835827036,25.239813505167675,76.72653637236337,31.210365322715024,21.62237318182985,23.7
27.81086306975628,1006.995572402366,30.983034915002023,28.55523198575864,27.25459868427576,24.463708162746745,79.55189716426572,84.98394317790498,8.734902005965747,34.1
6.228077415060557,1013.3106360544996,26.840646299631835,23.76664351139147,21.956631841632262,22.189550214498933,92.45835887093834,83.68364503873524,10.657625858434848,35.8
1.7120865663086304,1012.0591435554448,32.21343046225917,28.675024408338142,27.149332065476766,24.64298342474164,79.4393804006487,53.42242967559671,9.432706495044446,29.1
7.425305326955762,1026.6921330141165,17.99658757573806,13.782384236534488,10.02567981175113,1.8054191945512383,36.02099944362515,2.2621593349747147,20.99807482873604,0.6
24.38829000234332,1002.1190247254668,33.14407924468768,30.760885584422965,28.527008406425423,24.22156784525136,68.70879002230323,48.682430872228274,11.213543888941969,3.0
26.20384333143923,1023.5050383123572,19.97833512903807,15.653146158762304,12.792309852176242,10.233833901168724,67.8446270967727,20.60937220293997,13.16079116496457,14.8
17.655829923892252,1007.8461786606956,31.82611788979867,30.429199971988005,28.88296251205637,25.651357351611686,73.7978656684937,72.1563632857151,24.054820057814155,2.7
1.4148266163089378,1021.7680532203506,22.2044358446369,19.069040001872068,16.97557561760599,15.756607575649651,80.97307473461026,80.78407948399868,14.499245818169848,24.0
11.587405859475345,1007.7589293673848,33.766834308584905,29.75442938096986,27.736987142941413,26.08232874893005,78.68796976585465,78.28156951423522,11.712055205714853,3.3
1.8444241060373825,1012.5172703863524,31.761706604631865,27.97230914830408,26.26340728952865,22.972471476994635,76.68636699787429,82.09564073862542,31.044213121824605,26.0
31.118522837667257,1019.8684208357164,27.34407561269574,25.562210428441,24.53866446727027,21.54641460644991,79.53639150817102,64.10089582052647,40.70566878338699,2.2
5.815794963719144,1016.2566160932964,28.40519549798193,26.194628481744733,24.42330790708239,21.464345984143115,79.74263016810185,81.89107726052582,28.70977937080906,2.5
0.9798660775348104,1014.7246898492436,25.36806537470765,21.60435042118264,19.68917946699708,19.0476080910194,85.72569127332476,82.58598859482099,7.357945223173344,3.1
2.556197931976739,1006.8125078601817,32.93501557077091,30.160105400586264,28.94814179203852,26.28618479642328,80.67552856995187,76.48749451651994,29.63163071994223,3.0
25.74075736975088,1008.274663128108,31.95715030776787,29.009225256098585,26.26446296525081,26.457921845837127,84.66815981547958,57.4835088501188,17.668791124413126,2.9
6.224586821305452,1019.2229006016652,24.23339434203056,21.203585029360934,19.28781651065872,18.21159505908897,84.06192796079051,51.84467274761402,13.80058394245518,23.9
16.79034686887441,1012.05657091806,24.67726843776688,23.429960669214207,23.358156277174427,19.75560365113558,79.52485471506235,84.49775796921264,39.43215727933206,2.8
25.92707169016423,1007.8091898185356,31.04260727001475,29.04313107116145,27.63793168181483,25.02192869423496,81.71606298361684,79.95779295427931,16.532400004054264,3.0
23.878746069441345,1008.4372249635832,25.752767231129624,24.513110399007942,23.29931515445477,22.984888012859496,92.82724790262924,84.19406774889484,8.752095631558657,37.8
13.48099786621869,1007.8264434593236,29.35347096377631,27.522711922694587,26.26652314633917,25.14103648252141,86.92205404612857,81.52552663985873,23.25979479502432,32.4
10.833225599395098,1016.2382053353437,20.25687914681874,18.13914382175996,16.286305808472047,16.68132357061591,90.35946513596429,89.20001854690338,23.26784596802741,30.4
9.222384743958203,998.5722920438086,35.71452635983334,31.425984077825067,26.185689479319784,26.4116954699249,75.81374758026114,57.38553995551514,24.39515187430476,3.0
0.9506278795596446,1014.3728145978982,25.03285662074663,22.10188490817193,20.060798714206445,19.489365073360155,86.71900337994816,80.51805574224133,7.852646530346632,31.6
20.15069387555365,1008.524660580948,29.12723893082661,26.27302109372908,24.204792424930268,17.27090086761784,57.6951561691405,76.24130863970117,17.011498520751527,2.5
14.012285815125749,1007.3926034503296,28.020336674433924,26.829928977104416,26.66619340741356,25.286466847798536,89.72687782320362,87.14088377878484,13.443411219366848,3.6
24.330635995069155,1020.5190306713624,17.61732444865353,15.723740888972278,12.645790208110052,15.29391707131398,97.99623913197097,99.1618392036424,41.75914992278622,31.4
7.369160961644867,1013.4571201972306,27.14551187822336,25.74866884188088,25.41574509441253,25.877891631280423,96.442711632653,85.43180094620396,29.846727900496184,3.4
18.156709833816336,1012.723348551631,29.156842232697738,25.28169878105176,23.638720613399705,19.434650947176447,70.77123552742817,42.93298792542337,9.612469840739598,25.7
3.846989941103894,1021.8258936472184,18.95186413576448,14.983065830478472,13.008096139645149,10.90422950594467,75.35701463409349,45.98753520026223,9.43847449123412,22.8
12.229166884444789,1017.6311781026247,14.289689920549744,13.886931003480628,12.438092985135471,11.059128733357351,86.6961530279325,99.25086434223618,35.61374778950535,28.8
11.971904491948765,1019.0039972671608,24.746306562848662,22.521866524766114,21.206387712241323,17.088925359085344,67.05248926044338,89.00571910999686,27.80628166909733,22.0
6.728314286100891,1008.6706704311648,29.45529119775481,26.12616290472318,24.39739119003232,25.202528581753057,91.37349139439848,81.10311866425617,10.931263568593796,38.1
11.605559138325928,1008.6997392348868,28.796650503507987,24.98834848734138,23.7904369000347,20.46604430010817,75.13242461989782,62.589340179855625,25.65306673782719,2.6
8.382373556340726,1015.9415718843736,29.390511681315385,26.560812884042893,25.695825824254484,23.391132089190943,84.61184773104223,69.78669001718123,17.422108053617638,26.0
23.64850478150389,1001.7525654888408,33.55287811959567,30.90966540264261,28.483657206118327,24.21985438979133,70.50865803019529,46.69449141332132,11.309014127503808,30.6
13.278079925750864,1016.9859688113224,20.757583502768707,20.504964509371067,19.132276677450896,17.851349906284938,84.45642743722259,81.74735962512197,29.841534099662,27.2
16.704692241529543,1014.054145042632,30.52863640092535,28.079626150755864,26.91677647569963,24.561040563356656,79.08818887728484,71.4445855521537,27.18105640677373,26.0
16.726983564830334,1014.118441077012,17.379562978301358,16.421964833186806,15.575317951524802,15.528315299175096,97.56897083262749,96.14435664025169,25.322138239215427,33.8
29.89685299106884,1018.1958860308706,29.592224579181728,26.18882513106081,25.162902987808547,23.241249236796868,80.30372406278344,52.52155787027825,16.3091048691944,2.3
2.6452216812003115,1011.6928275160312,32.553515257414375,29.446280191481787,26.694520880766905,24.5309986062595,78.08362772620582,55.18030608332643,9.747740106496694,28.7
4.440383267377385,1016.0182989278472,27.80498906615464,26.40504433399512,24.73850860232697,22.60900681861749,80.33545304308538,84.48886654424764,28.59527322596088,2.6
28.949125185887155,1005.8834789835672,29.83221610937252,27.918271507394945,26.47580502974224,24.80038669649645,83.4378885833606,86.11966470899338,11.552144790130958,36.0
26.156265751461333,1009.2677229838216,35.14321983067657,31.642870703675776,29.279586233797545,26.547829160814125,75.7292571791108,58.01105142396144,11.602350338956764,2.8
13.318076394662436,1020.9543919652848,18.40687209424497,16.053049066693475,14.42716306185935,12.404519083476286,77.31718495188177,34.683247143873054,23.603353857759124,1.8
